TargetLeaf	ClosestLeaf	BranchLength	State
WP_007852662_1	WP_014253290_1	0.61208	original
WP_007859890_1	WP_008717656_1	0.14535	original
WP_007859926_1	WP_005795230_1	0.03190	original
WP_007860399_1	WP_002584697_1	0.11093	original
WP_007873230_1	WP_011484093_1	0.02465	original
WP_007875148_1	WP_006466924_1	0.06911	original
WP_007879116_1	WP_016835051_1	0.00289	original
WP_007883347_1	WP_006858132_1	0.30200	original
WP_007900227_1	WP_009435074_1	0.17530	original
WP_007907175_1	WP_008072676_1	0.00291	original
WP_007908839_1	WP_003222156_1	0.00800	original
WP_007924041_1	WP_009042397_1	0.00292	original
WP_007932221_1	WP_007954565_1	0.00236	original
WP_007940523_1	WP_019581013_1	0.00347	original
WP_007946561_1	WP_007979399_1	0.04804	original
WP_007949351_1	WP_008039408_1	0.00347	original
WP_007954565_1	WP_007932221_1	0.00236	original
WP_007954808_1	WP_011332697_1	0.00292	original
WP_007964291_1	WP_007954808_1	0.00335	original
WP_007966792_1	WP_003481827_1	0.00402	original
WP_007970709_1	WP_015093774_1	0.00295	original
WP_007979399_1	WP_008017142_1	0.04722	original
WP_007988505_1	WP_011576002_1	0.01156	original
WP_007990244_1	WP_008057334_1	0.00292	original
WP_008017142_1	WP_007979399_1	0.04722	original
WP_008019783_1	WP_015093774_1	0.00404	original
WP_008021267_1	WP_007758733_1	0.00961	original
WP_008028991_1	WP_008039408_1	0.00348	original
WP_008031263_1	WP_002719649_1	0.17352	original
WP_008034628_1	WP_012178813_1	0.35448	original
WP_008039228_1	WP_007477545_1	0.26171	original
WP_008039408_1	WP_007949351_1	0.00347	original
WP_008042603_1	WP_017024196_1	0.13868	original
WP_008057334_1	WP_007990244_1	0.00292	original
WP_008058612_1	WP_019917735_1	0.00537	original
WP_008066084_1	WP_011445867_1	0.09790	original
WP_008072676_1	WP_007907175_1	0.00291	original
WP_008097938_1	WP_016779037_1	0.31389	original
WP_008099635_1	WP_019472204_1	0.00349	original
WP_008104571_1	WP_013510243_1	0.03170	original
WP_008107589_1	WP_009853108_1	0.45039	original
WP_008111781_1	WP_008466521_1	0.00460	original
WP_008114698_1	WP_013234743_1	0.01798	original
WP_008125170_1	WP_004348729_1	0.00282	original
WP_008128998_1	WP_007875148_1	0.17042	original
WP_008133898_1	WP_015685870_1	0.00953	original
WP_008139897_1	WP_007559646_1	0.09323	original
WP_008153148_1	WP_008153998_1	0.00515	original
WP_008153998_1	WP_008153148_1	0.00515	original
WP_008154033_1	WP_010462792_1	0.00530	original
WP_008156903_1	WP_005634808_1	0.00786	original
WP_008161881_1	WP_013392290_1	0.00532	original
WP_008168032_1	WP_007377517_1	0.01793	original
WP_008172888_1	WP_014576712_1	0.00470	original
WP_008173213_1	WP_012292248_1	0.01161	original
WP_008183718_1	WP_012178813_1	0.19734	original
WP_008188642_1	WP_015182237_1	0.21293	original
WP_008193093_1	WP_004080719_1	0.00285	original
WP_008200287_1	WP_002802932_1	0.01409	original
WP_008202988_1	WP_015264088_1	0.10584	original
WP_008207146_1	WP_009811980_1	0.06760	original
WP_008213347_1	WP_003554541_1	0.01590	original
WP_008223326_1	WP_008984368_1	0.04944	original
WP_008227487_1	WP_005853781_1	0.12019	original
WP_008234678_1	WP_019955191_1	0.12925	original
WP_008239499_1	WP_007094957_1	0.13463	original
WP_008244433_1	WP_012780869_1	0.11172	original
WP_008245454_1	WP_006843011_1	0.61489	original
WP_008245905_1	WP_011979776_1	0.08846	original
WP_008247500_1	WP_019530504_1	0.20879	original
WP_008253225_1	WP_012079127_1	0.21580	original
WP_008254430_1	WP_014166257_1	0.11122	original
WP_008261858_1	WP_017504844_1	0.06240	original
WP_008266559_1	WP_014036739_1	0.00769	original
WP_008269150_1	WP_019386296_1	0.14237	original
WP_008274195_1	WP_009546907_1	0.01940	original
WP_008284557_1	WP_006911859_1	0.44891	original
WP_008286448_1	WP_010880276_1	0.27217	original
WP_008291525_1	WP_007145519_1	0.09609	original
WP_008294844_1	WP_009022865_1	0.07716	original
WP_008300299_1	WP_016429076_1	0.17492	original
WP_008315985_1	WP_020162116_1	0.48296	original
WP_008328588_1	WP_008559407_1	0.14863	original
WP_008329687_1	WP_013234743_1	0.00348	original
WP_008335292_1	WP_011373615_1	0.09098	original
WP_008341092_1	WP_012810146_1	0.00732	original
WP_008341877_1	WP_014191822_1	0.01207	original
WP_008358278_1	WP_012011300_1	0.00339	original
WP_008366398_1	WP_010224822_1	0.06163	original
WP_008385194_1	WP_020185304_1	0.27740	original
WP_008393521_1	WP_009291158_1	0.21156	original
WP_008397931_1	WP_006566048_1	0.19242	original
WP_008400732_1	WP_009291158_1	0.59372	original
WP_008406351_1	WP_012292248_1	0.10407	original
WP_008410485_1	WP_008412185_1	0.04508	original
WP_008412185_1	WP_008410485_1	0.04508	original
WP_008418181_1	WP_011967950_1	0.03395	original
WP_008429542_1	WP_008496071_1	0.00963	original
WP_008434744_1	WP_007511168_1	0.08525	original
WP_008450344_1	WP_004336228_1	0.02653	original
WP_008451142_1	WP_019922744_1	0.01443	original
WP_008458382_1	WP_016538007_1	0.00287	original
WP_008464336_1	WP_012022474_1	0.01378	original
WP_008466521_1	WP_008111781_1	0.00460	original
WP_008471907_1	WP_003647015_1	0.04080	original
WP_008485106_1	WP_010224822_1	0.30473	original
WP_008487953_1	WP_011234024_1	0.28282	original
WP_008493537_1	WP_007004097_1	0.39285	original
WP_008496071_1	WP_008429542_1	0.00963	original
WP_008505383_1	WP_002964261_1	0.00702	original
WP_008509145_1	WP_012780869_1	0.12395	original
WP_008515748_1	WP_014810556_1	0.61971	original
WP_008517334_1	WP_014102853_1	0.55982	original
WP_008522203_1	WP_008522483_1	0.01267	original
WP_008522483_1	WP_008522203_1	0.01267	original
WP_008537943_1	WP_018999483_1	0.01113	original
WP_008544900_1	WP_014953185_1	0.15436	original
WP_008547156_1	WP_014285757_1	0.00273	original
WP_008555765_1	WP_014879670_1	0.02779	original
WP_008559407_1	WP_009571351_1	0.12512	original
WP_008565969_1	WP_019968335_1	0.00287	original
WP_008566897_1	WP_003290703_1	0.00539	original
WP_008577316_1	WP_007966792_1	0.00510	original
WP_008585660_1	WP_018628220_1	0.04613	original
WP_008587140_1	WP_008634102_1	0.11320	original
WP_008590140_1	WP_020768223_1	0.02232	original
WP_008597507_1	WP_007006686_1	0.06592	original
WP_008601191_1	WP_008714117_1	0.00717	original
WP_008602527_1	WP_018407435_1	0.45189	original
WP_008607261_1	WP_008984368_1	0.00705	original
WP_008612698_1	WP_002981534_1	0.41067	original
WP_008613564_1	WP_013621740_1	0.08639	original
WP_008619548_1	WP_011384228_1	0.04042	original
WP_008619594_1	WP_018711446_1	0.10609	original
WP_008627408_1	WP_009183351_1	0.04503	original
WP_008633970_1	WP_011173981_1	0.00522	original
WP_008634102_1	WP_014644232_1	0.05987	original
WP_008635873_1	WP_013869017_1	0.17046	original
WP_008650102_1	WP_019448532_1	0.01647	original
WP_008650460_1	WP_011515956_1	0.03270	original
WP_008652542_1	WP_007837936_1	0.00288	original
WP_008669997_1	WP_005844757_1	0.00342	original
WP_008680168_1	WP_016208177_1	0.00286	original
WP_008682452_1	WP_015939221_1	0.09731	original
WP_008690626_1	WP_002605972_1	0.09456	original
WP_008694971_1	WP_005910167_1	0.00263	original
WP_008695490_1	WP_007325349_1	0.13739	original
WP_008698763_1	WP_005979613_1	0.00277	original
WP_008714117_1	WP_012864492_1	0.00532	original
WP_008717656_1	WP_007859890_1	0.14535	original
WP_008718800_1	WP_020111364_1	0.03789	original
WP_008721464_1	WP_008728894_1	0.00256	original
WP_008728894_1	WP_008721464_1	0.00256	original
WP_008731259_1	WP_009747036_1	0.05523	original
WP_008736794_1	WP_014994289_1	0.15957	original
WP_008747439_1	WP_009066343_1	0.02235	original
WP_008750951_1	WP_008754769_1	0.00287	original
WP_008754769_1	WP_008750951_1	0.00287	original
WP_008760327_1	WP_016268222_1	0.00293	original
WP_008773753_1	WP_005867129_1	0.00294	original
WP_008789840_1	WP_003538158_1	0.65815	original
WP_008790070_1	WP_003537581_1	0.18346	original
WP_008796367_1	WP_008803328_1	0.01140	original
WP_008801281_1	WP_005959434_1	0.03552	original
WP_008803328_1	WP_008796367_1	0.01140	original
WP_008806243_1	WP_002915213_1	0.00525	original
WP_008811773_1	WP_005435758_1	0.40954	original
WP_008812661_1	WP_004847137_1	0.00273	original
WP_008819785_1	WP_005966332_1	0.00284	original
WP_008823093_1	WP_009435074_1	0.01766	original
WP_008826681_1	WP_020061696_1	0.24731	original
WP_008828700_1	WP_007686406_1	0.06003	original
WP_008838077_1	WP_018428076_1	0.08437	original
WP_008845513_1	WP_006993228_1	0.11406	original
WP_008851226_1	WP_011253782_1	0.05210	original
WP_008853816_1	WP_018979331_1	0.40216	original
WP_008855314_1	WP_020280042_1	0.02401	original
WP_008859277_1	WP_007069454_1	0.14183	original
WP_008862829_1	WP_009318528_1	0.27926	original
WP_008865480_1	WP_010228624_1	0.19907	original
WP_008867533_1	WP_008992249_1	0.15190	original
WP_008869961_1	WP_015775386_1	0.35836	original
WP_008875733_1	WP_006333515_1	0.01235	original
WP_008880286_1	WP_015375779_1	0.00988	original
WP_008882589_1	WP_014540654_1	0.01330	original
WP_008886230_1	WP_009505138_1	0.07491	original
WP_008891173_1	WP_007089466_1	0.11244	original
WP_008898112_1	WP_008223326_1	0.11301	original
WP_008901259_1	WP_009221911_1	0.42132	original
WP_008906023_1	WP_010464002_1	0.02735	original
WP_008908248_1	WP_013781097_1	0.32090	original
WP_008910176_1	WP_006659306_1	0.02619	original
WP_008922018_1	WP_013089800_1	0.01186	original
WP_008927112_1	WP_009086962_1	0.00778	original
WP_008928286_1	WP_007150504_1	0.05849	original
WP_008933030_1	WP_012637753_1	0.23728	original
WP_008937953_1	WP_011784437_1	0.04434	original
WP_008943592_1	WP_011389638_1	0.38127	original
WP_008953154_1	WP_017506990_1	0.08091	original
WP_008957519_1	WP_009286778_1	0.01219	original
WP_008960603_1	WP_009028672_1	0.01403	original
WP_008968874_1	WP_012044503_1	0.07310	original
WP_008981530_1	WP_006570677_1	0.09058	original
WP_008984368_1	WP_008607261_1	0.00705	original
WP_008988016_1	WP_004729126_1	0.07556	original
WP_008992249_1	WP_008867533_1	0.15190	original
WP_008994128_1	WP_007686406_1	0.09290	original
WP_009003770_1	WP_016296021_1	0.23189	original
WP_009011123_1	WP_013264782_1	0.01061	original
WP_009015812_1	WP_012938307_1	0.17853	original
WP_009020418_1	WP_009470590_1	0.23905	original
WP_009022865_1	WP_008294844_1	0.07716	original
WP_009028672_1	WP_008960603_1	0.01403	original
WP_009040384_1	WP_004302046_1	0.00535	original
WP_009042397_1	WP_007924041_1	0.00292	original
WP_009047225_1	WP_009042397_1	0.00346	original
WP_009053020_1	WP_003867207_1	0.01226	original
WP_009053203_1	WP_014020650_1	0.12833	original
WP_009054154_1	WP_003790314_1	0.00919	original
WP_009055140_1	WP_009649217_1	0.00283	original
WP_009059526_1	WP_012462654_1	0.21187	original
WP_009060126_1	WP_013787399_1	0.21331	original
WP_009065004_1	WP_020073914_1	0.03793	original
WP_009066343_1	WP_010279666_1	0.00284	original
WP_009074732_1	WP_012021610_1	0.50521	original
WP_009076603_1	WP_020658495_1	0.03001	original
WP_009081445_1	WP_005366774_1	0.00507	original
WP_009083362_1	WP_020664774_1	0.01969	original
WP_009086962_1	WP_008927112_1	0.00778	original
WP_009087277_1	WP_016170207_1	0.02355	original
WP_009096732_1	WP_009722188_1	0.03198	original
WP_009097443_1	WP_007325349_1	0.12504	original
WP_009100533_1	WP_018918047_1	0.17751	original
WP_009103390_1	WP_002706731_1	0.05820	original
WP_009110385_1	WP_009181357_1	0.02001	original
WP_009111607_1	WP_010845135_1	0.07537	original
WP_009119589_1	WP_019958153_1	0.13848	original
WP_009121438_1	WP_004294925_1	0.02252	original
WP_009123869_1	WP_005826824_1	0.05942	original
WP_009128983_1	WP_007212838_1	0.01432	original
WP_009132361_1	WP_007216262_1	0.01519	original
WP_009132890_1	WP_019245967_1	0.07843	original
WP_009137806_1	WP_013612491_1	0.14705	original
WP_009138354_1	WP_012799083_1	0.17773	original
WP_009141018_1	WP_006235898_1	0.10059	original
WP_009144264_1	WP_005435758_1	0.41596	original
WP_009145823_1	WP_012938307_1	0.33007	original
WP_009148420_1	WP_005222603_1	0.23072	original
WP_009156071_1	WP_005459222_1	0.10161	original
WP_009158928_1	WP_009830091_1	0.16257	original
WP_009161257_1	WP_009236572_1	0.04028	original
WP_009165504_1	WP_008522203_1	0.44084	original
WP_009166928_1	WP_014081827_1	0.10431	original
WP_009172488_1	WP_008418181_1	0.04177	original
WP_009173113_1	WP_003746198_1	0.08588	original
WP_009181357_1	WP_009110385_1	0.02001	original
WP_009183351_1	WP_008627408_1	0.04503	original
WP_009194168_1	WP_009578737_1	0.24321	original
WP_009201525_1	WP_014806329_1	0.22502	original
WP_009203741_1	WP_015530296_1	0.00505	original
WP_009205612_1	WP_013441689_1	0.31491	original
WP_009209507_1	WP_019995208_1	0.15197	original
WP_009213337_1	WP_009054154_1	0.02020	original
WP_009217902_1	WP_006842055_1	0.26228	original
WP_009220937_1	WP_009662719_1	0.01670	original
WP_009221911_1	WP_004819200_1	0.26776	original
WP_009224970_1	WP_018751837_1	0.04010	original
WP_009228009_1	WP_018362207_1	0.01167	original
WP_009230900_1	WP_009236572_1	0.01462	original
WP_009234837_1	WP_003784166_1	0.01503	original
WP_009236572_1	WP_018966885_1	0.00521	original
WP_009238483_1	WP_004626133_1	0.00285	original
WP_009243456_1	WP_004846107_1	0.00292	original
WP_009245834_1	WP_006428457_1	0.15010	original
WP_009246310_1	WP_018596466_1	0.45759	original
WP_009251089_1	WP_005346694_1	0.18209	original
WP_009252897_1	WP_016290583_1	0.32932	original
WP_009263641_1	WP_016439837_1	0.00164	original
WP_009268049_1	WP_016296021_1	0.24973	original
WP_009275567_1	WP_005854019_1	0.00295	original
WP_009277920_1	WP_013251237_1	0.21237	original
WP_009285777_1	WP_019988529_1	0.11402	original
WP_009286778_1	WP_007111509_1	0.00749	original
WP_009291158_1	WP_008393521_1	0.21156	original
WP_009291773_1	WP_005785741_1	0.00288	original
WP_009296584_1	WP_010034445_1	0.04626	original
WP_009300238_1	WP_003537581_1	0.00285	original
WP_009306906_1	WP_009609339_1	0.00259	original
WP_009318528_1	WP_008862829_1	0.27926	original
WP_009325828_1	WP_020073914_1	0.35207	original
WP_009329614_1	WP_003185460_1	0.00284	original
WP_009331813_1	WP_019383296_1	0.00291	original
WP_009340717_1	WP_002715692_1	0.02420	original
WP_009342393_1	WP_006276553_1	0.01206	original
WP_009344822_1	WP_019034243_1	0.00288	original
WP_009347172_1	WP_018462457_1	0.14677	original
WP_009349678_1	WP_009438286_1	0.00273	original
WP_009354014_1	WP_006554913_1	0.16003	original
WP_009358042_1	WP_018770199_1	0.01877	original
WP_009360264_1	WP_013695702_1	0.47142	original
WP_009362285_1	WP_003397290_1	0.00288	original
WP_009369646_1	WP_007391684_1	0.00284	original
WP_009372519_1	WP_004833450_1	0.02132	original
WP_009374425_1	WP_009884000_1	0.06637	original
WP_009383031_1	WP_017547908_1	0.18734	original
WP_009385762_1	WP_005593069_1	0.00286	original
WP_009389406_1	WP_002680771_1	0.02948	original
WP_009392725_1	WP_017392264_1	0.00570	original
WP_009395240_1	WP_010224822_1	0.02392	original
WP_009407666_1	WP_010613885_1	0.00486	original
WP_009408921_1	WP_005962116_1	0.09882	original
WP_009410915_1	WP_009418860_1	0.00339	original
WP_009412298_1	WP_002680771_1	0.00981	original
WP_009416407_1	WP_002680771_1	0.04069	original
WP_009417947_1	WP_009418860_1	0.00284	original
WP_009418860_1	WP_009417947_1	0.00284	original
WP_009424672_1	WP_005972576_1	0.00731	original
WP_009425846_1	WP_004284196_1	0.09391	original
WP_009429690_1	WP_009537066_1	0.01163	original
WP_009432153_1	WP_005468802_1	0.04045	original
WP_009435074_1	WP_004381800_1	0.00345	original
WP_009437102_1	WP_005831501_1	0.24406	original
WP_009438286_1	WP_009349678_1	0.00273	original
WP_009440397_1	WP_009656545_1	0.00690	original
WP_009445305_1	WP_008750951_1	0.01678	original
WP_009448015_1	WP_004833450_1	0.01165	original
WP_009452481_1	WP_008597507_1	0.06690	original
WP_009453935_1	WP_002788683_1	0.20170	original
WP_009454281_1	WP_016869581_1	0.02693	original
WP_009456510_1	WP_003800888_1	0.00470	original
WP_009463209_1	WP_009209507_1	0.33872	original
WP_009470590_1	WP_009020418_1	0.23905	original
WP_009482533_1	WP_006502768_1	0.18447	original
WP_009488850_1	WP_003127565_1	0.11284	original
WP_009491175_1	WP_019400288_1	0.19381	original
WP_009495449_1	WP_006845079_1	0.14655	original
WP_009497016_1	WP_002953584_1	0.00783	original
WP_009498256_1	WP_016429076_1	0.16865	original
WP_009500877_1	WP_005635098_1	0.00617	original
WP_009505138_1	WP_008886230_1	0.07491	original
WP_009511741_1	WP_007362822_1	0.01662	original
WP_009519130_1	WP_006296021_1	0.10922	original
WP_009521160_1	WP_006576077_1	0.08935	original
WP_009524957_1	WP_009081445_1	0.14480	original
WP_009535673_1	WP_007157719_1	0.01918	original
WP_009537066_1	WP_009429690_1	0.01163	original
WP_009541611_1	WP_011389638_1	0.29083	original
WP_009546907_1	WP_008274195_1	0.01940	original
WP_009547552_1	WP_007307648_1	0.14073	original
WP_009548685_1	WP_014253290_1	0.41410	original
WP_009552004_1	WP_019559578_1	0.08189	original
WP_009553119_1	WP_003700615_1	0.04736	original
WP_009571351_1	WP_008559407_1	0.12512	original
WP_009576254_1	WP_009470590_1	0.26708	original
WP_009578737_1	WP_009194168_1	0.24321	original
WP_009584105_1	WP_004830564_1	0.00287	original
WP_009593642_1	WP_006207587_1	0.00750	original
WP_009597099_1	WP_015547377_1	0.02001	original
WP_009599768_1	WP_017027189_1	0.04532	original
WP_009603725_1	WP_013045076_1	0.38286	original
WP_009604626_1	WP_003471310_1	0.01411	original
WP_009609339_1	WP_009306906_1	0.00259	original
WP_009616677_1	WP_019342400_1	0.06776	original
WP_009623617_1	WP_014187633_1	0.09916	original
WP_009626808_1	WP_019499324_1	0.25802	original
WP_009630242_1	WP_015154802_1	0.18029	original
WP_009634612_1	WP_017490877_1	0.02167	original
WP_009642573_1	WP_016421098_1	0.00287	original
WP_009644660_1	WP_005999372_1	0.49123	original
WP_009646950_1	WP_006193826_1	0.00702	original
WP_009649217_1	WP_009055140_1	0.00283	original
WP_009650914_1	WP_018135916_1	0.00494	original
WP_009656545_1	WP_009440397_1	0.00690	original
WP_009661124_1	WP_005379220_1	0.00587	original
WP_009662719_1	WP_007591041_1	0.00561	original
WP_009665342_1	WP_012079127_1	0.10226	original
WP_009669556_1	WP_007225967_1	0.20577	original
WP_009674533_1	WP_010500422_1	0.14243	original
WP_009677741_1	WP_006897576_1	0.01423	original
WP_009686933_1	WP_011535260_1	0.00724	original
WP_009689673_1	WP_006761903_1	0.00294	original
WP_009707595_1	WP_014232985_1	0.00284	original
WP_009710287_1	WP_018132102_1	0.27729	original
WP_009717321_1	WP_014061266_1	0.03725	original
WP_009722188_1	WP_009096732_1	0.03198	original
WP_009727002_1	WP_008291525_1	0.48521	original
WP_009729211_1	WP_009754124_1	0.05852	original
WP_009741975_1	WP_041939851_1	0.01965	original
WP_009743415_1	WP_005872178_1	0.00980	original
WP_009746293_1	WP_002666314_1	0.05533	original
WP_009747036_1	WP_009407666_1	0.02183	original
WP_009750381_1	WP_006548856_1	0.06835	original
WP_009754124_1	WP_006691005_1	0.00940	original
WP_009760237_1	WP_006934372_1	0.07677	original
WP_009767591_1	WP_019520428_1	0.06052	original
WP_009769321_1	WP_011142119_1	0.30815	original
WP_009774175_1	WP_010205961_1	0.03844	original
WP_009777720_1	WP_010851223_1	0.16442	original
WP_009779211_1	WP_008613564_1	0.11424	original
WP_009785204_1	WP_017298613_1	0.33158	original
WP_009788708_1	WP_011360900_1	0.03638	original
WP_009793079_1	WP_019383296_1	0.04873	original
WP_009799818_1	WP_011315083_1	0.04228	original
WP_009800925_1	WP_019961828_1	0.28296	original
WP_009804850_1	WP_010139515_1	0.15937	original
WP_009811980_1	WP_008207146_1	0.06760	original
WP_009815305_1	WP_011048183_1	0.08913	original
WP_009819151_1	WP_007814967_1	0.14888	original
WP_009821427_1	WP_004211794_1	0.04062	original
WP_009824746_1	WP_005853781_1	0.00529	original
WP_009830091_1	WP_009158928_1	0.16257	original
WP_009832455_1	WP_013797109_1	0.07047	original
WP_009837478_1	WP_010560758_1	0.18266	original
WP_009843615_1	WP_005425372_1	0.01020	original
WP_009847644_1	WP_017059033_1	0.00748	original
WP_009849325_1	WP_012682790_1	0.80271	original
WP_009853108_1	WP_008107589_1	0.45039	original
WP_009857689_1	WP_014427709_1	0.01972	original
WP_009859515_1	WP_010800546_1	0.00536	original
WP_009871953_1	WP_009873167_1	0.00406	original
WP_009873167_1	WP_009873920_1	0.00297	original
WP_009873920_1	WP_009873167_1	0.00297	original
WP_009874370_1	WP_014498923_1	0.00274	original
WP_009884000_1	WP_009374425_1	0.06637	original
WP_009890193_1	WP_006025973_1	0.00724	original
WP_009893861_1	WP_009898301_1	0.00290	original
WP_009898301_1	WP_009893861_1	0.00290	original
WP_009944223_1	WP_010316291_1	0.11407	original
WP_009962415_1	WP_012419892_1	0.40297	original
WP_009966683_1	WP_004192585_1	0.00297	original
WP_009985381_1	WP_002847374_1	0.07105	original
WP_009992342_1	WP_012711313_1	0.07888	original
WP_010001698_1	WP_004899326_1	0.03270	original
WP_010007448_1	WP_004912871_1	0.08237	original
WP_010015690_1	WP_010382084_1	0.00267	original
WP_010020481_1	WP_010624208_1	0.09746	original
WP_010021867_1	WP_009166928_1	0.13927	original
WP_010024334_1	WP_010631933_1	0.14065	original
WP_010034445_1	WP_003990772_1	0.01438	original
WP_010048178_1	WP_020471113_1	0.32473	original
WP_010051629_1	WP_016171452_1	0.13185	original
WP_010064404_1	WP_018956550_1	0.07020	original
WP_010074718_1	WP_010294244_1	0.24980	original
WP_010079332_1	WP_002856553_1	0.00995	original
WP_010098438_1	WP_019377628_1	0.08158	original
WP_010104552_1	WP_010464002_1	0.07826	original
WP_010104942_1	WP_011885396_1	0.00295	original
WP_010111701_1	WP_004830564_1	0.03498	original
WP_010119452_1	WP_014010515_1	0.05379	original
WP_010127075_1	WP_015459319_1	0.06671	original
WP_010131500_1	WP_020411731_1	0.10984	original
WP_010135047_1	WP_007094957_1	0.16629	original
WP_010139515_1	WP_013067439_1	0.13947	original
WP_010142966_1	WP_002856553_1	0.21912	original
WP_010148061_1	WP_012802179_1	0.25604	original
WP_010156508_1	WP_017885186_1	0.11185	original
WP_010163950_1	WP_010217150_1	0.00295	original
WP_010175283_1	WP_006838607_1	0.09125	original
WP_010178636_1	WP_014975823_1	0.14044	original
WP_010181897_1	WP_010521662_1	0.00940	original
WP_010185807_1	WP_010408204_1	0.06434	original
WP_010187392_1	WP_005529983_1	0.05582	original
WP_010196360_1	WP_011280900_1	0.05498	original
WP_010196826_1	WP_010676550_1	0.13187	original
WP_010205961_1	WP_009774175_1	0.03844	original
WP_010217150_1	WP_010163950_1	0.00295	original
WP_010224822_1	WP_009395240_1	0.02392	original
WP_010228624_1	WP_008239499_1	0.18148	original
WP_010231826_1	WP_009871953_1	0.07746	original
WP_010236802_1	WP_015616697_1	0.09215	original
WP_010237927_1	WP_010413663_1	0.08300	original
WP_010242933_1	WP_013673090_1	0.17994	original
WP_010244980_1	WP_019107556_1	0.09249	original
WP_010248571_1	WP_008927112_1	0.00988	original
WP_010251606_1	WP_014254471_1	0.07662	original
WP_010251775_1	WP_002987478_1	0.12093	original
WP_010260860_1	WP_015709265_1	0.08190	original
WP_010264899_1	WP_019151478_1	0.01635	original
WP_010267294_1	WP_010119452_1	0.17965	original
WP_010267596_1	WP_011450798_1	0.55292	original
WP_010272955_1	WP_012772183_1	0.12460	original
WP_010279666_1	WP_009066343_1	0.00284	original
WP_010290179_1	WP_010306798_1	0.03274	original
WP_010294244_1	WP_017416739_1	0.12632	original
WP_010297130_1	WP_012522300_1	0.63528	original
WP_010305456_1	WP_010313534_1	0.01676	original
WP_010305823_1	WP_015841532_1	0.00712	original
WP_010306798_1	WP_010290179_1	0.03274	original
WP_010309687_1	WP_020672214_1	0.17559	original
WP_010313534_1	WP_010305456_1	0.01676	original
WP_010316291_1	WP_009944223_1	0.11407	original
WP_010319791_1	WP_013856041_1	0.00287	original
WP_010323525_1	WP_019620731_1	0.11144	original
WP_010328641_1	WP_007409956_1	0.00286	original
WP_010337189_1	WP_004211794_1	0.00841	original
WP_010343432_1	WP_017915389_1	0.00712	original
WP_010348652_1	WP_007428159_1	0.00287	original
WP_010356120_1	WP_015655355_1	0.08055	original
WP_010362212_1	WP_010369337_1	0.08926	original
WP_010365670_1	WP_017118083_1	0.00289	original
WP_010369337_1	WP_010606280_1	0.00284	original
WP_010370001_1	WP_003608069_1	0.01670	original
WP_010379637_1	WP_017118083_1	0.00345	original
WP_010382084_1	WP_010015690_1	0.00267	original
WP_010386748_1	WP_010369337_1	0.04200	original
WP_010394821_1	WP_011750294_1	0.04410	original
WP_010400536_1	WP_019922744_1	0.03729	original
WP_010406732_1	WP_007302663_1	0.02557	original
WP_010408204_1	WP_010185807_1	0.06434	original
WP_010410521_1	WP_010569961_1	0.02275	original
WP_010413663_1	WP_010237927_1	0.08300	original
WP_010416633_1	WP_016779037_1	0.02853	original
WP_010434258_1	WP_003364816_1	0.00292	original
WP_010434599_1	WP_014071561_1	0.00524	original
WP_010435783_1	WP_017056575_1	0.00341	original
WP_010440487_1	WP_005982691_1	0.06195	original
WP_010444726_1	WP_019361569_1	0.00290	original
WP_010454299_1	WP_019000885_1	0.13527	original
WP_010462792_1	WP_008154033_1	0.00530	original
WP_010464002_1	WP_015013328_1	0.01725	original
WP_010475031_1	WP_012164319_1	0.01660	original
WP_010479615_1	WP_014788955_1	0.06478	original
WP_010485989_1	WP_019338190_1	0.00291	original
WP_010486797_1	WP_009616677_1	0.07523	original
WP_010489337_1	WP_005715966_1	0.00684	original
WP_010500422_1	WP_013914029_1	0.04967	original
WP_010501764_1	WP_015074110_1	0.00551	original
WP_010507853_1	WP_010513471_1	0.01199	original
WP_010513471_1	WP_010507853_1	0.01199	original
WP_010519242_1	WP_014031984_1	0.06972	original
WP_010521662_1	WP_010181897_1	0.00940	original
WP_010524432_1	WP_003798068_1	0.33977	original
WP_010527077_1	WP_016779037_1	0.08437	original
WP_010532163_1	WP_019377628_1	0.13110	original
WP_010534314_1	WP_012804956_1	0.18323	original
WP_010537220_1	WP_007758733_1	0.01428	original
WP_010542383_1	WP_007626572_1	0.05841	original
WP_010544979_1	WP_019367921_1	0.03825	original
WP_010548567_1	WP_009576254_1	0.39546	original
WP_010551095_1	WP_012804956_1	0.08166	original
WP_010553217_1	WP_002958706_1	0.01152	original
WP_010560758_1	WP_010369337_1	0.18214	original
WP_010563536_1	WP_017844757_1	0.01208	original
WP_010569961_1	WP_010410521_1	0.02275	original
WP_010574583_1	WP_004498320_1	0.02500	original
WP_010577993_1	WP_002761881_1	0.02094	original
WP_010580758_1	WP_003700615_1	0.10788	original
WP_010581772_1	WP_013110858_1	0.21712	original
WP_010592910_1	WP_003935106_1	0.00294	original
WP_010599480_1	WP_013663648_1	0.20353	original
WP_010606280_1	WP_010369337_1	0.00284	original
WP_010613885_1	WP_009407666_1	0.00486	original
WP_010615610_1	WP_013510243_1	0.02380	original
WP_010620582_1	WP_008213347_1	0.09084	original
WP_010622899_1	WP_002829911_1	0.12465	original
WP_010624208_1	WP_010020481_1	0.09746	original
WP_010630103_1	WP_013333505_1	0.09290	original
WP_010631933_1	WP_010024334_1	0.14065	original
WP_010635017_1	WP_005309426_1	0.00284	original
